25503936;41.16607;-8.640636;-0.1508076;0.7184835
25503937;41.16634;-8.640759;-0.1508097;0.7184881
25503938;41.16661;-8.640679;-0.1508083;0.7184928
25503940;41.1673;-8.640431;-0.150804;0.718505
25503943;41.1683;-8.640315;-0.1508019;0.7185225
25503951;41.16835;-8.642045;-0.1508321;0.7185232
25503952;41.16821;-8.642501;-0.1508401;0.7185209
25503953;41.16814;-8.642701;-0.1508436;0.7185195
25503977;41.16593;-8.64142;-0.1508212;0.7184811
25504003;41.16751;-8.642352;-0.1508375;0.7185086
25504005;41.16788;-8.642605;-0.1508419;0.7185151
25504006;41.16809;-8.642519;-0.1508404;0.7185188
25504007;41.16823;-8.642273;-0.1508361;0.7185212
25504008;41.16823;-8.641963;-0.1508307;0.7185211
25504010;41.16808;-8.641736;-0.1508268;0.7185186
25504011;41.16787;-8.641665;-0.1508255;0.7185149
25504013;41.16761;-8.641809;-0.150828;0.7185103
25504017;41.16748;-8.64118;-0.150817;0.7185081
25504018;41.16739;-8.640819;-0.1508107;0.7185064
25504021;41.16719;-8.64069;-0.1508085;0.7185029
25504024;41.16691;-8.640781;-0.1508101;0.7184981
25504025;41.16677;-8.641125;-0.1508161;0.7184957
25504027;41.16681;-8.641503;-0.1508227;0.7184964
25504120;41.1762;-8.62257;-0.1504922;0.7186603
25504123;41.17578;-8.622428;-0.1504898;0.7186529
25504126;41.17492;-8.622803;-0.1504963;0.7186378
25504135;41.17453;-8.622573;-0.1504923;0.718631
25504141;41.17275;-8.622351;-0.1504884;0.7186001
25504147;41.17251;-8.622445;-0.1504901;0.7185958
25504151;41.17231;-8.622754;-0.1504955;0.7185923
25504153;41.17229;-8.623186;-0.150503;0.7185921
25504154;41.17248;-8.623497;-0.1505084;0.7185954
25504156;41.17283;-8.62359;-0.15051;0.7186015
25504157;41.17314;-8.623327;-0.1505055;0.7186069
25504158;41.17321;-8.623159;-0.1505025;0.7186081
25504163;41.17423;-8.622406;-0.1504894;0.7186259
25504165;41.17272;-8.622046;-0.1504831;0.7185995
25504166;41.17251;-8.622107;-0.1504841;0.7185959
25504167;41.17216;-8.622543;-0.1504918;0.7185898
25504168;41.17209;-8.622892;-0.1504979;0.7185886
25504169;41.17235;-8.623574;-0.1505098;0.7185931
25504170;41.17266;-8.624052;-0.1505181;0.7185984
25504171;41.17287;-8.624636;-0.1505283;0.7186022
25504172;41.17295;-8.625189;-0.1505379;0.7186036
25504173;41.17294;-8.625538;-0.150544;0.7186033
25504174;41.17461;-8.623234;-0.1505038;0.7186325
25504175;41.17433;-8.623719;-0.1505123;0.7186276
25504176;41.17375;-8.624068;-0.1505184;0.7186174
25504177;41.17346;-8.624324;-0.1505228;0.7186125
25504178;41.17337;-8.624507;-0.150526;0.7186109
25504179;41.17372;-8.620708;-0.1504598;0.718617
25504180;41.1738;-8.621376;-0.1504714;0.7186183
25504181;41.17403;-8.621881;-0.1504802;0.7186224
25504182;41.1744;-8.622247;-0.1504866;0.7186289
25504183;41.17493;-8.622444;-0.15049;0.7186381
25507550;41.16633;-8.583762;-0.1498149;0.718488
25507552;41.16624;-8.583569;-0.1498115;0.7184864
25507553;41.16604;-8.58299;-0.1498014;0.7184829
25507554;41.16539;-8.582572;-0.1497941;0.7184715
25507555;41.16574;-8.582678;-0.149796;0.7184777
25507556;41.16315;-8.581307;-0.1497721;0.7184324
25507557;41.16319;-8.581163;-0.1497696;0.7184332
25507558;41.16271;-8.581228;-0.1497707;0.7184248
25507559;41.16238;-8.581043;-0.1497675;0.7184191
25507560;41.16227;-8.58122;-0.1497705;0.718417
25507561;41.1622;-8.581044;-0.1497675;0.7184159
25507562;41.16188;-8.581352;-0.1497729;0.7184104
25507563;41.16187;-8.581162;-0.1497695;0.7184101
25507564;41.15799;-8.582936;-0.1498005;0.7183424
25507565;41.15795;-8.582704;-0.1497964;0.7183417
25507566;41.15739;-8.583113;-0.1498036;0.7183321
25507567;41.15736;-8.582877;-0.1497995;0.7183315
25507568;41.15658;-8.583243;-0.1498059;0.7183178
25507569;41.15709;-8.582961;-0.1498009;0.7183267
25507570;41.15625;-8.583248;-0.1498059;0.7183121
25507571;41.15576;-8.582952;-0.1498008;0.7183035
25507572;41.15493;-8.582969;-0.1498011;0.7182891
25507573;41.15498;-8.582724;-0.1497968;0.7182899
25507574;41.15446;-8.582735;-0.149797;0.7182808
25507575;41.15451;-8.58251;-0.1497931;0.7182817
25507576;41.15415;-8.58254;-0.1497936;0.7182754
25507577;41.15379;-8.582067;-0.1497853;0.7182692
25507578;41.15318;-8.581758;-0.1497799;0.7182585
25507579;41.15329;-8.58162;-0.1497775;0.7182605
25507580;41.15196;-8.580387;-0.149756;0.7182372
25507581;41.15221;-8.580324;-0.1497549;0.7182416
25507582;41.15139;-8.579709;-0.1497442;0.7182272
25507583;41.15145;-8.579496;-0.1497405;0.7182283
25507584;41.15089;-8.579252;-0.1497362;0.7182185
25507585;41.15094;-8.579097;-0.1497335;0.7182193
25507586;41.15053;-8.579092;-0.1497334;0.7182122
25507587;41.15012;-8.578815;-0.1497286;0.7182052
25507588;41.14976;-8.57898;-0.1497315;0.7181988
25507589;41.14937;-8.578832;-0.1497289;0.718192
25507590;41.14899;-8.579168;-0.1497347;0.7181854
25507591;41.14868;-8.579147;-0.1497344;0.71818
25507592;41.14856;-8.579459;-0.1497398;0.7181779
25507593;41.14844;-8.579341;-0.1497377;0.7181757
