25620516;41.14996;-8.614044;-0.1503434;0.7182022
25620518;41.14993;-8.614813;-0.1503568;0.7182017
25620570;41.15299;-8.612018;-0.1503081;0.7182552
25620653;41.1536;-8.611996;-0.1503077;0.7182658
25620692;41.14837;-8.61437;-0.1503491;0.7181746
25620737;41.14795;-8.612149;-0.1503104;0.7181672
25620743;41.14788;-8.611281;-0.1502952;0.718166
25620747;41.14784;-8.610926;-0.150289;0.7181653
25620759;41.1488;-8.612135;-0.1503101;0.718182
25620947;41.14717;-8.612186;-0.150311;0.7181537
25620948;41.14755;-8.613368;-0.1503316;0.7181602
25620960;41.14599;-8.612215;-0.1503115;0.718133
25632224;41.15007;-8.617771;-0.1504085;0.7182041
25632367;41.14916;-8.614964;-0.1503595;0.7181883
25632368;41.14859;-8.615614;-0.1503708;0.7181784
25632401;41.15049;-8.608911;-0.1502538;0.7182115
25632402;41.15016;-8.609421;-0.1502627;0.7182058
25632403;41.14964;-8.609517;-0.1502644;0.7181967
25632404;41.14922;-8.6095;-0.1502641;0.7181893
25632409;41.14978;-8.605782;-0.1501992;0.7181992
25632411;41.15094;-8.604254;-0.1501726;0.7182193
25632412;41.14939;-8.60411;-0.15017;0.7181924
25632417;41.15117;-8.608475;-0.1502462;0.7182233
25632421;41.14981;-8.610211;-0.1502765;0.7181997
25632422;41.1492;-8.61045;-0.1502807;0.7181891
25632423;41.15101;-8.602248;-0.1501376;0.7182206
25632424;41.15095;-8.603686;-0.1501627;0.7182196
25632429;41.15108;-8.600131;-0.1501006;0.7182218
25632432;41.14899;-8.602106;-0.1501351;0.7181854
25632433;41.1492;-8.603171;-0.1501537;0.7181889
25632438;41.14896;-8.601921;-0.1501319;0.7181848
25632439;41.1495;-8.60183;-0.1501303;0.7181943
25632440;41.15015;-8.601228;-0.1501197;0.7182056
25632444;41.15054;-8.600733;-0.1501111;0.7182124
25632466;41.15328;-8.599729;-0.1500936;0.7182602
25632521;41.15453;-8.599478;-0.1500892;0.718282
111479498;41.1436;-8.62163;-0.1504758;0.7180912
111479500;41.14343;-8.621334;-0.1504707;0.7180884
111479501;41.14316;-8.620948;-0.1504639;0.7180836
111479502;41.14257;-8.620356;-0.1504536;0.7180734
111479503;41.14239;-8.620086;-0.1504489;0.7180702
111479504;41.14158;-8.618849;-0.1504273;0.7180561
111479505;41.1415;-8.618714;-0.1504249;0.7180546
111479506;41.14054;-8.616597;-0.150388;0.7180378
111479507;41.1405;-8.616468;-0.1503857;0.7180372
111479508;41.14048;-8.616322;-0.1503832;0.7180369
111479509;41.14049;-8.616189;-0.1503809;0.718037
111479510;41.14054;-8.616021;-0.1503779;0.7180378
111481288;41.14143;-8.613438;-0.1503329;0.7180533
111481561;41.14165;-8.61452;-0.1503517;0.7180572
111481563;41.14125;-8.614502;-0.1503514;0.7180504
111481848;41.14166;-8.615314;-0.1503656;0.7180574
111481849;41.14095;-8.615317;-0.1503657;0.718045
112686789;41.14125;-8.610816;-0.1502871;0.7180502
112686793;41.14066;-8.609663;-0.150267;0.71804
112686794;41.14083;-8.609519;-0.1502645;0.718043
112688566;41.1418;-8.605206;-0.1501892;0.7180599
112688570;41.1419;-8.602747;-0.1501463;0.7180616
112688573;41.14203;-8.601671;-0.1501275;0.7180639
112688575;41.14203;-8.600853;-0.1501132;0.7180639
112688576;41.14199;-8.60048;-0.1501067;0.7180631
112688578;41.14184;-8.599618;-0.1500916;0.7180606
112688580;41.14165;-8.599053;-0.1500818;0.7180573
112688582;41.1409;-8.597365;-0.1500523;0.7180442
112688584;41.14006;-8.595513;-0.15002;0.7180296
112688585;41.13995;-8.595106;-0.1500129;0.7180276
112688587;41.13991;-8.594702;-0.1500058;0.7180268
112688591;41.14024;-8.590523;-0.1499329;0.7180327
112688598;41.14033;-8.590115;-0.1499258;0.7180342
112688599;41.14058;-8.589585;-0.1499165;0.7180385
112688601;41.14074;-8.58932;-0.1499119;0.7180414
112688602;41.14105;-8.588904;-0.1499047;0.7180468
112688604;41.14183;-8.587853;-0.1498863;0.7180605
112688606;41.14265;-8.587175;-0.1498745;0.7180748
112688608;41.14323;-8.586463;-0.1498621;0.7180849
112688610;41.14344;-8.585977;-0.1498536;0.7180886
112688611;41.14357;-8.585463;-0.1498446;0.7180908
112688612;41.14362;-8.584977;-0.1498361;0.7180915
112688614;41.1436;-8.584053;-0.14982;0.7180914
112688615;41.14367;-8.583299;-0.1498068;0.7180926
112688617;41.14375;-8.582424;-0.1497916;0.7180939
112688618;41.14375;-8.582011;-0.1497844;0.7180938
112688620;41.14367;-8.581031;-0.1497672;0.7180926
112688621;41.14368;-8.580789;-0.149763;0.7180926
112688622;41.1438;-8.580104;-0.1497511;0.7180948
112688625;41.1439;-8.579831;-0.1497463;0.7180965
122549700;41.14426;-8.623574;-0.1505098;0.7181029
126646458;41.14935;-8.600466;-0.1501064;0.7181916
126647239;41.15053;-8.600469;-0.1501065;0.7182122
126647309;41.1505;-8.600242;-0.1501025;0.7182117
128680158;41.14637;-8.617693;-0.1504071;0.7181396
129533454;41.15207;-8.608223;-0.1502418;0.7182392
129544876;41.14588;-8.613521;-0.1503343;0.7181311
129553665;41.14832;-8.606329;-0.1502088;0.7181736
129553667;41.14703;-8.606821;-0.1502174;0.7181512
129553875;41.14764;-8.603931;-0.1501669;0.7181618
129554083;41.14653;-8.603822;-0.150165;0.7181425
129554561;41.14729;-8.602621;-0.1501441;0.7181557
129555296;41.14869;-8.600589;-0.1501086;0.7181801
129555503;41.14841;-8.600743;-0.1501113;0.7181752
